-4,-68,15976
-96,-88,16056
-112,-56,15932
68,-52,15984
52,-36,15944
-20,-48,16016
-20,48,16068
-56,-156,16048
-32,-40,15960
-40,0,16020
-48,-120,16000
-44,-24,15880
-96,124,16068
-64,-8,16032
-24,-32,15928
-8,-108,16012
-8,-100,16080
0,-4,15888
-100,-8,15936
-16,36,16024
-24,-20,15900
32,-68,16100
16,48,15920
4,40,16032
-92,-72,15980
-24,-128,16048
36,-68,15944
-44,-36,15976
0,-112,16036
0,-132,16040
-64,4,16104
-20,-52,15976
36,44,16100
8,-96,15932
-48,-60,16036
52,-104,16032
-144,0,16016
32,-24,16104
60,60,16048
36,-20,16152
8,20,15932
-32,52,15912
0,-32,15984
-52,-48,15920
-16,-44,16000
20,-72,15972
-40,-68,15928
-36,-36,15980
-84,-60,16016
76,28,15964
-52,0,16052
44,-88,16100
-20,-40,15996
32,128,15992
-4,-52,16012
4,-48,15996
-8,-52,15924
72,-152,15892
-44,32,15940
60,80,16040
-24,-32,15984
-16,-40,15992
44,76,16028
-112,-56,16056
60,0,16044
-36,40,15980
-68,-64,16060
-72,-12,15960
-8,24,15992
-88,0,16028
-40,8,16152
4,-36,15980
-4,-168,15924
68,-60,16076
-132,-76,15984
4,-172,15904
-4,-28,16012
-12,28,15988
-36,56,16012
28,-24,15976
36,-56,16024
-72,-40,15924
-4,-72,15940
-8,-12,15908
24,-4,16000
-76,-84,15904
-20,44,16020
-40,48,15908
-40,-120,15916
60,-92,16088
0,-116,16012
88,-48,15948
-36,-56,16024
4,-120,15984
28,32,15984
12,36,15940
-60,-20,15848
-16,-24,15936
72,60,15972
12,-112,15960
-12,-76,16068
56,-80,16028
-156,4,16108
88,88,16124
96,-44,15964
-72,-8,16136
16,-20,15988
-28,-24,16016
-12,20,15960
-124,36,16028
-4,48,16084
-208,140,15556
124,-68,15592
-56,-16,15720
116,-44,15780
92,-68,15876
-80,4,16256
-40,-68,16032
8,-120,15956
400,-112,15984
-124,-52,16036
20,-88,16028
4,12,15996
-44,-24,16072
64,-24,16072
16,-104,15944
132,-100,15924
-24,-72,16152
72,-116,15940
-60,-100,16076
20,-100,15960
-52,4,15868
-48,-112,15980
-100,-20,16068
-52,-132,15904
-168,-84,15948
-32,-80,15960
-32,0,15900
-88,44,15988
-244,-20,16252
-100,-156,16128
-284,128,16048
-264,-68,15980
-260,-20,15924
-328,-72,16056
-340,-44,16044
-356,48,16184
-748,-76,15876
-772,-44,16072
-988,-48,15800
-888,-100,16088
-1396,-136,15672
-1520,-68,15800
-1384,-36,16112
-1464,-72,16264
-1836,-96,15720
-2236,-44,15752
-2244,-36,15904
-2236,8,15912
-2240,-164,16244
-2796,-108,15516
-3068,-40,15344
-2936,-144,15840
-3360,-152,15504
-3636,8,15268
-3556,-20,15504
-3512,-76,15596
-3696,-144,15536
-3800,-92,15332
-3764,-144,15608
-3808,-56,15684
-3896,-72,15464
-4212,-36,15252
-4060,-120,15644
-4304,-108,15368
-4704,-72,15232
-4404,-112,15452
-4480,-136,15164
-4700,-152,15168
-4896,-68,14968
-4628,-176,15508
-4840,-136,15160
-4964,-68,15176
-4896,-76,15236
-4964,-116,15340
-4900,-104,15204
-4912,-104,15252
-4924,-88,15196
-5048,-80,15064
-4808,-68,15352
-4748,-124,15296
-4800,-96,15172
-4828,24,15252
-4776,-60,15236
-4864,-112,15240
-4772,-124,15256
-4864,-76,15264
-4756,-64,15344
-4824,-88,15144
-4768,-100,15320
-4784,-148,15244
-4896,-164,15196
-4720,32,15260
-4800,-136,15372
-4816,-228,15340
-4832,-176,15188
-4832,-76,15292
-4848,-176,15352
-4824,-32,15372
-4848,-68,15228
-4880,-76,15104
-4884,-84,15108
-5056,-92,14836
-5376,-88,13744
-4692,-144,14040
-2652,-88,15748
-1580,-216,15932
-636,-28,16844
-32,32,16640
0,20,16308
-208,-132,16236
-412,-100,15832
-312,-80,16048
-296,-56,16024
-232,0,16160
-308,-32,16024
-332,-24,15932
-388,-64,16056
-384,-116,15912
-180,0,16000
-300,-80,16160
-316,8,15844
-216,-8,15948
-344,8,15964
-340,-88,15888
-292,-168,15968
-328,-32,15960
-264,-88,16120
-216,-88,16036
88,-60,16340
-500,-16,16148
-552,16,16184
-680,-72,16244
-1036,-48,16040
-1220,-100,16176
-1560,-48,15996
-2104,-88,15720
-2148,-108,16036
-2756,-172,15752
-3372,-164,15136
-3728,-4,15248
-3516,-36,15532
-4152,0,15328
-3808,-136,15780
-4020,-192,15556
-4632,-128,15096
-4736,44,15424
-5000,-176,15016
-5100,-20,14824
-5196,-52,14844
-4932,-68,15536
-5448,-272,15148
-5904,-156,14428
-5756,-104,14884
-5800,-172,14872
-5972,-128,14752
-5788,-100,15088
-5900,-128,15032
-6456,-172,14232
-6516,-120,14248
-6164,-108,14616
-6424,-68,14516
-6436,-76,14636
-6428,-120,14292
-6124,-88,14572
-6712,-80,12824
-5516,-108,12744
-2488,36,15388
1496,-260,19696
-576,-120,16316
248,-128,15828
192,-56,15812
-96,-76,16004
-212,-68,15908
-52,-96,15904
-136,8,16144
-72,-132,15928
-72,128,15980
-196,-72,15968
-180,-104,16172
-40,-124,15908
-140,-12,16072
-144,-84,15960
-148,-12,15912
-120,-108,15892
-136,-20,15884
-136,-112,15892
-92,-124,16064
-80,-60,16068
-140,-12,16088
-72,-32,16032
8,28,15964
-16,64,16000
-4,-112,16236
-56,-152,16044
312,-24,15964
1192,-12,14976
3324,708,14548
40,-120,16152
12,-16,16024
16,8,16096
-20,-8,15856
48,20,15948
76,-132,15924
212,-100,15664
-64,-52,16148
84,-56,15964
92,-68,16060
88,-80,16008
-80,-60,16024
-12,-68,16036
-16,-128,15948
-72,-28,15968
-100,4,16144
-140,-64,15964
-36,-40,15816
32,20,16000
-80,-4,16100
-316,-64,16304
160,0,16024
