-72.54,-87.47,16008.09
-55.41,-55.60,16007.07
-61.55,-63.70,16031.30
-62.17,-61.78,16004.48
-54.62,-56.33,16008.36
-66.97,-51.25,16038.27
-88.23,-68.44,16024.70
-76.17,-76.33,16019.53
-60.13,-50.25,16010.64
-70.10,-45.68,16004.98
-59.57,-54.26,16003.74
-52.68,-41.70,16037.80
-38.51,-48.27,16017.35
-22.88,-66.20,16014.01
-31.16,-65.65,15980.51
-51.37,-62.24,16012.38
-46.53,-53.68,15960.29
-47.90,-21.26,15975.21
-21.92,-20.95,15977.41
-26.44,-45.71,15976.06
-34.83,-34.28,15999.04
-23.12,-51.71,16021.28
-20.34,-49.78,16017.96
-36.26,-55.34,16039.47
-57.19,-51.50,15998.60
-66.89,-39.63,16000.95
-64.17,-35.72,16000.71
-58.13,-66.79,15998.54
-41.60,-90.09,16017.90
-40.20,-76.57,16021.43
-75.15,-74.43,15959.07
-66.36,-70.82,15978.30
-68.77,-79.12,16004.73
-66.58,-63.34,15976.54
-70.93,-77.50,15992.41
-85.20,-75.13,15987.31
-91.90,-63.35,16028.48
-69.93,-92.51,16039.36
-76.44,-81.38,16017.52
-59.33,-54.04,15965.14
-77.50,-45.53,15970.86
-53.12,-44.15,16008.14
-51.84,-41.11,16017.11
-42.88,-42.83,16000.83
-44.16,-63.12,15979.62
-49.12,-53.34,15951.72
-43.84,-70.01,15976.79
-65.88,-68.51,15956.59
-74.41,-77.38,15964.44
-56.81,-48.03,15976.33
-47.61,-34.03,15973.25
-53.70,-42.52,15975.94
-54.28,-48.89,15987.95
-19.71,-81.67,15982.96
4.22,-78.25,15987.22
13.16,-72.69,15995.42
10.87,-77.52,15956.56
-21.85,-51.14,15950.42
-37.38,-82.35,15975.82
-32.04,-80.76,15980.86
-54.03,-64.57,16021.65
-57.52,-54.43,16036.23
-54.14,-54.82,16020.18
-45.61,-53.12,16024.13
-56.20,-47.84,15983.10
-50.15,-31.88,15999.32
-70.61,-21.91,15973.49
-75.96,-26.43,16002.12
-86.97,-28.82,15983.59
-67.23,-21.62,15998.69
-58.42,-32.21,16005.02
-63.82,-38.16,16018.76
-44.86,-36.62,16038.07
12.35,-31.46,16029.55
-18.73,-29.60,16014.17
-6.05,-40.20,16026.62
16.46,-22.15,16027.97
21.35,-46.61,16025.98
90.01,-52.96,15987.48
38.51,-34.72,16046.61
92.88,-48.04,16000.96
133.66,-76.03,15976.72
100.25,-92.02,16035.54
173.18,-74.02,16016.65
221.89,-80.51,16051.49
327.42,-59.38,16009.62
428.56,-87.54,16035.21
566.42,-62.65,16055.41
806.82,-77.99,16031.56
992.11,-58.49,15971.67
1164.08,-60.87,16016.75
1362.06,-39.65,15931.56
1529.55,-47.74,15902.67
1642.16,-53.80,15927.00
1794.62,-30.35,15953.25
1966.97,-11.76,15943.94
2155.22,-30.82,15957.95
2401.42,-35.12,15897.47
2674.06,-53.34,15804.10
2897.55,-37.00,15796.07
3185.16,-42.75,15696.06
3433.87,-53.06,15690.04
3637.40,-63.80,15690.53
3949.05,-40.85,15606.90
4239.79,-47.64,15545.17
4584.84,-49.73,15444.88
4977.63,-55.30,15253.66
5297.22,-45.47,15279.25
5834.92,-52.10,14919.43
6309.19,-53.08,14612.58
6752.89,-79.81,14358.43
7184.67,-59.86,14097.82
7596.50,-79.89,13931.37
7952.38,-91.92,13716.53
8333.28,-94.94,13443.39
8649.96,-100.20,13257.55
8973.47,-103.15,13002.16
9123.10,-105.37,12919.62
9211.33,-113.02,12951.71
9320.50,-109.77,12893.79
9285.37,-109.33,13046.34
9312.03,-111.99,13016.75
9267.02,-96.00,13165.57
