36,-56,16100
-92,-60,16052
4,-20,15944
48,-32,16064
-48,-60,15888
40,36,15892
-104,-48,15944
-8,-44,16000
20,-76,16096
-4,-68,15976
4,-72,16064
60,-56,15924
-24,24,15976
-32,-120,16008
-80,-220,16000
8,-124,15992
48,-56,15948
-8,-88,16100
-116,-96,15944
-52,-76,16004
-136,-88,15948
48,-20,15936
-40,16,15808
16,-84,16052
-60,-44,15988
-40,-100,15924
48,-44,15948
-96,-128,15892
-64,-56,16008
-76,-112,15852
-40,-80,16012
-56,-148,16088
0,-104,16000
-64,-12,15992
-16,-4,16000
-4,-92,16064
-32,-72,16004
-48,-56,16032
-24,32,15816
8,-72,16088
-112,-168,16076
-92,-36,15912
-32,-56,15964
-60,-104,15824
32,-116,15936
-36,4,16032
20,-32,15952
-68,-76,15952
-48,-44,16012
-32,12,15956
-24,-72,16044
-96,-168,15788
-72,-148,15956
-52,-60,15996
-120,40,16000
-48,-116,16056
-116,-48,16056
-72,-40,16172
28,-128,15904
-32,0,15876
-76,16,16112
-20,-120,16100
-56,-100,15900
32,-120,15980
-36,-8,16024
-40,116,15892
0,-196,15948
-88,-104,16052
-4,-44,15904
-40,-120,16076
12,-164,15928
-76,-68,15944
-56,0,16104
-84,-136,16044
-12,-36,15928
-80,40,16140
-92,-128,16140
-20,-196,15868
-96,-88,16016
-40,-20,15988
-24,-36,15932
8,-152,15904
20,-4,15820
-48,8,15940
-64,-24,15988
-24,-44,16132
108,-32,15968
-44,-104,15992
-28,-100,15920
-20,-80,15944
-44,-32,16016
-80,-4,15936
-76,-24,15980
-124,32,15992
-84,-52,16000
-48,-100,16008
-84,-24,16060
-28,-88,15892
-48,-176,16088
-80,-100,16060
-76,-96,16100
-104,-36,16164
-40,72,15980
0,-92,16000
-12,-32,16048
-4,-100,16044
-76,-140,16040
-136,-64,16112
0,84,16180
-44,-32,16196
12,-72,16024
16,-132,16020
20,36,16032
-8,-64,16052
-44,80,16076
-40,-76,15896
-144,-60,16060
-28,-32,15880
-36,4,15916
-60,-160,15996
-44,-76,16028
-52,-164,15988
-56,-44,16020
12,-48,15984
-104,0,15984
-108,-92,15988
-52,-64,15840
-88,-72,15876
72,-96,15912
-20,-104,16168
-72,-164,15896
24,28,16024
-48,-108,15948
-36,-112,15888
-36,20,16044
-24,-128,16040
-28,-16,16068
-96,-92,16124
-56,-108,16040
-16,-68,15908
28,-32,16092
-32,8,15968
-68,-164,15988
-84,-112,16180
-160,-76,16032
-72,-32,15968
20,-92,16168
-160,-24,15900
-84,-152,15908
-32,-52,15864
88,0,16080
36,-72,15968
-104,-48,16064
-64,-12,15976
-56,-48,15896
-20,-48,15912
16,-12,16044
-108,-124,16056
-16,-4,16012
-16,-12,16164
-88,-96,15876
-160,-20,16028
32,-120,16036
4,-40,16056
32,-4,16076
-32,-48,15936
-84,-28,16080
-12,-72,16056
-84,-84,16112
4056,64,12312
1388,-76,14988
-152,36,15856
-152,-96,16132
196,-56,16036
164,-24,16092
84,-176,16020
-152,20,16924
1180,56,15656
